objectid,sort_index,parentid,admin_notes,title,creator,date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,object_transcript,temp1,temp2,temp3
grinnell_5003,16,,,Irma McClaurin,"Sableman, Mark S.",1972,Photo of Irma McClaurin '72. McClaurin was an active member of CBS and participated in the Burling Library Takeover.,Life at Grinnell for Black Students,Irma McClaurin '72,Grinnell College,41.75087415386575,-92.72182128988476,Grinnell College,grinnell:5003,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5003.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5003_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5003_TN.jpg,,,,,
grinnell_23385,82,,,"Jon Royal '70, Diane Alters '71, Mary Brooner '71 & Sheena Thomas '71","Elias, Benyamin '15;McFate, Mackenzie '18; 	Maly, Nancy '61 ",2015-05-29,"Alumni oral history interview with Jon Royal '70, Diane Alters '71, Mary Brooner '71 & Sheena Thomas '71. Recorded May 29, 2015. These students were a part of an exchange program with the Historically Black College (HBCU) LeMoyne-Owen College.",Life at Grinnell for Black Students,,Grinnell College,41.75087875356788,-92.71930563181974,Grinnell College,grinnell:23385,interview;sound recording-nonmusical,audio/mp3,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23385.vtt,,https://dgobjects.blob.core.windows.net/thumbs/grinnell_23385_TN.jpg,,https://dgobjects.blob.core.windows.net/transcripts/grinnell_23385_MEDIATRACK.vtt,,,
dg_1712600281,29,,Libby's additions- Should this be a compound? ,Leggett's Draft Guidelines for the Black Library 4/12,Office of President Leggett,1972-04-12,Document outlining Leggetts plan for the Black Library,Burling Library;Black Library;Reactions to the Take Over;Black Manifesto Demands,"Glenn Leggett, Grinnell President  1965-1975",Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600281.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600281_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600281_TN.jpg,,,,,
dg_1712600282,28,,Libby's additions- Should this be a compound? ,Leggett's Draft Guidelines for the Black Library 4/8,Office of President Leggett,1972-04-08,An early draft outlining Leggett's plan for the Black Library,Burling Library Take Over of '71 & '72;Burling Library;Black Library;Black Manifesto Demands,"Glenn Leggett, Grinnell President  1965-1975",Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600282.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600282_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600282_TN.jpg,,,,,
dg_1712600279,30,,Libby's additions,Letter to Patricia Swansey from President Leggett concerning the Black Library,,1972-04-19,"Leggett's response to the Black library proposal, addressed to CBS member Patricia Swansey",Black Library;Reactions to the Take Over;Concerned Black Students (CBS);Black Manifesto Demands,"Glenn Leggett, Grinnell President  1965-1975; Patricia Swansey '74",Burling Library,41.746718787662246,-92.72028416032282,,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600279.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600279_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600279_TN.jpg,,,,,
grinnell_5577,58,,,Math Homework in Burling,,1975,Photo of a student doing math homework in Burling Library.,Burling Library;Life at Grinnell for Black Students,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5577,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5577.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5577_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5577_TN.jpg,,,,,
dg_1712600284,9,,Libby's additions,Memo from the Joint Board of House Presidents,Joint Board of House of Presidents,1971-11-29,"This memo was sent by the Joint Board of the House of Presidents after the Burling Take Over. It references the tensions on campus between black and white members of Grinnell, and that all member of the Grinnell college community should respect the negotiations to alleviate the present tensions. The memo refers to the ""NBC Manifesto"", which was a racist satire of CBS’s Black Manifesto distributed soon after the take over.",Burling Library Take Over of '71 & '72;Reactions to the Take Over,,Grinnell College,41.74859288862407,-92.72189644676367,Grinnell College,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600284.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600284_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600284_TN.jpg,,,,,
grinnell_26760,59,,,"New Student Days, 1975",,1975,"New Student Days 1975: Auditorium. The Black Manifesto’s stated that “We demand that this administration establish a Black community with no less that 200 representatives taken from all walks of life of Black people, and that the responsibility of for the establishment of this community be co-shared by the present black community.”",Life at Grinnell for Black Students;Black Manifesto Demands,,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:26760,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-26760.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-26760_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-26760_TN.jpg,,,,,
grinnell_5775,52,,,New Student Moving In,"McMullin, Roger",1974,"A student moving in to dorms during New Student Days, 1974. The forth demand of the Black Manifesto state “that we, as Black students, have the final say on the residence of Black freshmen and sophomores;”",Life at Grinnell for Black Students;Black Manifesto Demands,,Younker Hall,41.75115638580055,-92.72141187646831,Grinnell College,grinnell:5775,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5775.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5775_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5775_TN.jpg,,,,,
grinnell_3610,55,,,Outside of Burling Library and Forum,"Schultz, John",1974-05-03,Outside of Burling Library and Forum with Barbara L. Critton '75. Critton was a member of CBS and attended Grinnell College during the takeover.,Burling Library;Life at Grinnell for Black Students;Concerned Black Students (CBS),Barbara L. Critton '75,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5160,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-3610.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-3610_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-3610_TN.jpg,,,https://digital.grinnell.edu/islandora/object/grinnell:3610/datastream/OBJ,,https://digital.grinnell.edu/islandora/object/grinnell:3610/datastream/TN/view
dg_1712600272,66,,Libby's additions - Should this be a compound? ,"Poetry Reading, Black Martyrs Weekend Burling",Roger W McMullin,1978-04-21,Jon Williams '80 stands front of the Black Library for a Poetry reading during Black Martyrs weekend in 1978. Terri Tiddle '79 and Tony Whitaber '80 are in the background. The Black Library became a space for events that featured Black scholarship and excellence.,Black Library;Life at Grinnell for Black Students,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600272.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600272_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600272_TN.jpg,,,,,
dg_1712600273,67,,Libby's additions - Should this be a compound? ,"Poetry Reading, Black Martyrs Weekend Burling (2)",Roger W McMullin,1978-04-21,Jon Williams '80 and Julie Rogers '80 sit in front of the Black Library for a Poetry reading. The Black Library became a space for events that featured Black scholarship and excellence.,Black Library;Life at Grinnell for Black Students,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600273.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600273_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600273_TN.jpg,,,,,
dg_1711470539,18,,"This WAS a compound parent grinnell:4979 with 5 TIFF ""pages"" but I've converted it to a PDF",Proposal for Black Library,Concerned Black Students,1972-02,"A proposal for the Randal Morgan Collection in Burling Basement. This proposal was sent three months after the Burling Takeover. This document states that while attempts were made to meet the 10th demand of the Black Manifesto (“The institution of a Black Library with all audio-visual equipment that will aid in the academic survival of all black students”), the 50 books that made up the Black Library at that time was not satisfactory. The document outlines more detailed demands like collection development responsibilities, necessary equipment, financial and maintenance considerations, etc. The document also provides more details as to why a Black Library is needed, included the need to “give credit to an important cultural contribution that has thus been overlooked”.",Burling Library;Burling Library Take Over of '71 & '72;Concerned Black Students (CBS);Black Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:4979,text,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1711470539_OBJ_Page_1.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1711470539_OBJ_Page_1_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1711470539_OBJ_Page_1_TN.jpg,,,,,
grinnell_34345,95,,,"Pterodactyl April 30, 1968",,1968-04-30,"The Pterodactyl was an underground student newspaper published between February 8, 1968 and November 1969. This issue contained an article ""What We Ought To Do"" (page 2 & 18) that includes information about the situation for Black faculty, staff and students at Grinnell and a photo of CBS.",Concerned Black Students (CBS);Life at Grinnell for Black Students,,Grinnell College,41.74665973,-92.72017393,Grinnell College,grinnell:34345,mixed material; text,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-34345.pdf,https://dgobjects.blob.core.windows.net/smalls/grinnell-34345_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-34345_TN.jpg,,,,,
grinnell_34341,96,,,"Pterodactyl September 23, 1968",,1968-09-23,"The Pterodactyl was an underground student newspaper published between February 8, 1968 and November 1969. On page 6 of this issue, there is an article on the Concerned Black Students (CBS) meeting that stated an a series of objectives including “Project 7-A Black Library to be in-corporated as a part (permanent) or Burling or a separate library. This will include works by Black writers”",Concerned Black Students (CBS);Burling Library;Black Library,Ernest T. Weston '71; Debbie Green; Merryll Penson; Frank Thomas '71; Gregg Coggs '69,Grinnell College,41.74665973,-92.72017393,Grinnell College,grinnell:34341,mixed material; text,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-34341.pdf,https://dgobjects.blob.core.windows.net/smalls/grinnell-34341_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-34341_TN.jpg,,,,,
grinnell_5047,65,,,Questions,"Henry, George T.",1977-05,Photo of student studying in Burling '77-'78,Burling Library;Life at Grinnell for Black Students,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5047,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5047.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5047_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5047_TN.jpg,,,,,
grinnell_23648,53,,,Registration,,1974,"Two unidentified students smile during registration.The Black Manifesto’s stated that “We demand that this administration establish a Black community with no less that 200 representatives taken from all walks of life of Black people, and that the responsibility of for the establishment of this community be co-shared by the present black community.”",Life at Grinnell for Black Students;Black Manifesto Demands,,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:23648,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23648.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-23648_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-23648_TN.jpg,,,,,
dg_1712600265,23,,Libby's additions,"Scarlet & Black Feburary 25, 1972 ",Scarlet & Black,1972-02-25,"Page 1: ""Propose Black Studies Major"". Page 2: ""Correct Story on Library"". Page 4: ""Ask For White Racial Awareness"", ""thornton Decries S&B Coverage"", ""Lalonde Expand Library Statement"". Page 6: ""Wright Discusses Black Views"",",Burling Library Take Over of '71 & '72;Burling Library;Reactions to the Take Over;Black Library,"Virginius Thorton, Professor;  Waldo “Wally” Walker, Dean; Irma McClaurin '72; Russell N. McGregor '73; Lawrence Wright;",Scarlet & Black Offices at The Forum,41.747739143449095,-92.72009910237777,Grinnell College,,Text; newspaper,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600265.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600265_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600265_TN.jpg,,,,,
dg_1712600267,24,,Libby's additions,"Scarlet & Black March 3, 1972",Scarlet & Black,1972-03-03,"A lesser known example of activism for the Black Library is the Circulation Demonstration of  February 29th, 1972. About 40 Black students checked out over 800 books between 10 and 11 pm. All the books were reported to be relevant to Black Studies and were loaded into a van that went to the BCC. Earlier that day, the library received an anonymous call informing them that some sort of demonstration was going to take place that night over the College’s decision to fire Alan Nasser. Librarian Henry Alden reported to Dean Wally Walker that the students did not violate any library rules in this demonstration, but did keep the library unusually busy.  See Page 1: ""Library Circulation Rises"". Other relevant articles inlcude: Page 5 ""Lessons from 2 Hot issues"", ""Mckee Named New Librarian"",. Page 7: ""Propose Small Black Library"" Article providing updates on the black library. ",Burling Library;Life at Grinnell for Black Students;Black Library,"Waldo “Wally” Walker, Dean;  Duane Taylor '73; Patricia Swansey '74; Glenn Leggett, Grinnell President  1965-1975; ",Scarlet & Black Offices at The Forum,41.747739143449095,-92.72009910237777,Grinnell College,,Text; newspaper,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600267.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600267_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600267_TN.jpg,,,,,
dg_1712600263,15,dg_1712600262,Libby's additions,"Scarlet and Black , December 7,1971",Scarlet & Black,1971-12-07,"This issue of Scarlet and Black included several articles relating to the Burling Library Takeover. Entire issue is included to highlight how important this event was to the campus community. On page 1, ""Clarification and Interpretations of Week's Events"", ""Leggett, SGA Review Results"", ""Blacks, SGA Meet with Trustees"" and ""News Summary"". On page 4, ""Leggett Statement on Black Agreements"", which includes a section on the institution of a Black Library. on page 5, ""CBS Clarifies Positions to Students"", ""CBS Disclaims Recent Vandalism"". On page 7, "" Faculty Meeting; Approve Admissions Board"", Page 10 (listed as 25), letter to the editors title ""Blacks"". On Page 11 (listed as 35), ""Whites -- Aware of an Issue"".",Burling Library Take Over of '71 & '72;Reactions to the Take Over;Concerned Black Students (CBS);Black Library,"Deborah Wright; Lawrence Wright; Alan (Al) D. Wheat '72; Russell N. McGregor '73; Ernest Rose ‘71; Marilyn Cubit; Marc Lafont; Dennis Moss '72; Glenn Leggett, Grinnell President  1965-1975;Mae Gae Wyly, Librarian; Ernest Rose ‘71; Marilyn Cubit; Alan (Al) D. Wheat '72",Scarlet & Black Offices at The Forum,41.747739143449095,-92.72009910237777,Grinnell College,,Text; newspaper,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600263.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600263_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600263_TN.jpg,,,,,
grinnell_23553,91,,,Scienific Classroom,,1967,"Student, either Roy Walker or Hubert Farbes, using a microscope.",Life at Grinnell for Black Students;Black Manifesto Demands,Hubert Farbes '69; Roy Walker ‘69,Grinnell College,41.7485168518476,-92.71979713273882,Grinnell College,grinnell:23553,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23553.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-23553_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-23553_TN.jpg,,,,,
grinnell_5894,54,,,South Campus dining hall,,1974,"Students studying and eating in the dining hall on South Campus. The fifth demand of the Black Manifesto stated that “because we feel that the SAGA food service does not serve the types of food that are necessary to the survival of Black people, we want the right to decide whether or not we will take any of the board options”",Life at Grinnell for Black Students;Black Manifesto Demands,,Grinnell College,41.74684289784808,-92.7184089814412,Grinnell College,grinnell:5894,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5894.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5894_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5894_TN.jpg,,,,,
grinnell_4977,46,,,Speakeasy,Concerned Black Students,1972-11-02,"An invitation from CBS to a Speakeasy at the Forum. According to the invite, the form of the Speakeasy was adapted from revolutionary China, and created a space where oppressed people could communicate their feelings without the privileged group interjecting. The goal of the event was to allow black and white students to discuss the racial climate of Grinnell College at the time.",Concerned Black Students (CBS);Life at Grinnell for Black Students,,The Forum,41.747258426624576,-92.72019799,Grinnell College,grinnell:4977,Ephemera;text,text/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-4977.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-4977_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-4977_TN.jpg,,,,,
dg_1712600285,7,,Link doesn't work! ,Statement of Support from White Students,"David Mura, Rick Faust, Gordon Brown, Jim Gold, Judy Kressman",1971,"A statement supporting the ""Blacks"" and the Burling Takeover and signed by David Mura, Rick Faust, Gordon Brown, Jim Gold, Judy Kressman.",Burling Library Take Over of '71 & '72;Reactions to the Take Over,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600285.pdf,jpeg,jpeg,,,,,
dg_1712600275,74,,Libby's additions,Student in Burling Basement Study Room,Edward Hughes,1984,Photo of student studying in Burling basement with a book,Burling Library;Life at Grinnell for Black Students,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600275.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600275_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600275_TN.jpg,,,,,
grinnell_34465,85,,,Student Life,,,"Russell McGregor, class of 1973.McGregor was active in CBS and was head of the CBS Black Library Committee. As such, he played a role in insuring that the demands expressed at the Burling Takeover were acted on in the following years. He was also voted as the Student Government Association (SGA) President 1972.",Life at Grinnell for Black Students;Concerned Black Students (CBS),Russell N. McGregor '73,Grinnell College,41.74941147862436,-92.72214762622764,Grinnell College,grinnell:34465,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-34465.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-34465_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-34465_TN.jpg,,,,,
grinnell_5555,102,,,Student Sleeping in Burling Library,"Henry, George T.",1969-04-02,A student sleeping on one of the sofas in Burling Library.,Burling Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5555,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5555.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5555_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5555_TN.jpg,,,,,
grinnell_23620,49,,,Students at check in desk,,1973-08,"Four students wait for information. The Black Manifesto’s stated that “We demand that this administration establish a Black community with no less that 200 representatives taken from all walks of life of Black people, and that the responsibility of for the establishment of this community be co-shared by the present black community.”",Life at Grinnell for Black Students;Black Manifesto Demands,,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:23620,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23620.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-23620_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-23620_TN.jpg,,,,,
grinnell_23622,50,,,Students chat,,1973-08,"Two students chat during registration.The Black Manifesto’s stated that “We demand that this administration establish a Black community with no less that 200 representatives taken from all walks of life of Black people, and that the responsibility of for the establishment of this community be co-shared by the present black community.”",Life at Grinnell for Black Students;Black Manifesto Demands,,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:23622,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23622.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-23622_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-23622_TN.jpg,,,,,
,3,,"""N/a"" mark from column A was removed for testing.  This line should get ignored.",Students Eating Outdoors,"George Bergstrom, Duane Taylor, Keith Legget",1971,"Students eating outside. Identified students: Duane Taylor '73 (center), Keith Legget '72 (second from right), George Bergstrom '72 (left). The 5th demand of the Black Manifesto stated “because we feel that the SAGA food service does not serve the types of food that are necessary to the survival of Black people, we want the right to decide whether or not·we will take any of the board options;”",Life at Grinnell for Black Students,Duane Taylor '73,Grinnell College,"41.75034852502301, -92.72118871170179",-92.72118871170179,Grinnell College,N/a,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,,,,,,,,
grinnell_12919,99,,,Students in Forum,,1969,Three African American students sit in the Forum. Likely early 1970s.,Life at Grinnell for Black Students,,The Forum,41.747258426624576,-92.72019799,Grinnell College,grinnell:12919,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-12919.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-12919_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-12919_TN.jpg,,,,,
grinnell_12933,51,,,"Students in Forum, 1973",,1973-12-12,"Students in the Forum, December 12, 1973. Clockwise: Carol R. Breazeal, class of 1975; Lawrence R. Huntoon, class of 1974; Artace L. Kelting, class of 1976; Phyllis E. Dawson, class of 1974; Craig D. Zippe, class of 1976",Life at Grinnell for Black Students,Phyllis E. Dawson '74,The Forum,41.747258426624576,-92.72019799,Grinnell College,grinnell:12933,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-12933.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-12933_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-12933_TN.jpg,,,,,
